page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
 121  1332 image     159   117  icc     3   8  jpeg   no      2980  0   201   201 7099B  13%
 121  1333 image     136   124  icc     3   8  jpeg   no      2982  0   201   201 4477B 8.8%
 121  1334 image     155   111  icc     3   8  jpeg   no      4140  0   201   202 4649B 9.0%
 121  1335 image     194   106  icc     3   8  jpeg   no      2984  0   201   201 4348B 7.0%
 121  1336 smask     194   106  gray    1   8  jpeg   no      2984  0   201   201 2217B  11%
 121  1337 image     194   106  icc     3   8  jpeg   no      2986  0   201   201 4216B 6.8%
 121  1338 smask     194   106  gray    1   8  jpeg   no      2986  0   201   201 2215B  11%
 121  1339 image      68   180  icc     3   8  jpeg   no      2988  0   201   201 3256B 8.9%
 121  1340 image     175   135  icc     3   8  jpeg   no      2990  0   200   200 6275B 8.9%
 122  1341 image     139   114  icc     3   8  jpeg   no      2995  0   201   201 5926B  12%
 122  1342 image     213   150  icc     3   8  jpeg   no      2999  0   200   201 5471B 5.7%
 122  1343 smask     213   150  gray    1   8  jpeg   no      2999  0   200   201 2167B 6.8%
 122  1344 image      93   152  icc     3   8  jpeg   no      3001  0   202   200 4844B  11%
 122  1345 image     213   150  icc     3   8  jpeg   no      3005  0   200   201 5357B 5.6%
 122  1346 smask     213   150  gray    1   8  jpeg   no      3005  0   200   201 2084B 6.5%
 122  1347 image      93   159  icc     3   8  jpeg   no      3007  0   202   200 4233B 9.5%
 122  1348 image     147   163  icc     3   8  jpeg   no      3009  0   200   200 3793B 5.3%
 122  1349 image     200    75  icc     3   8  jpeg   no      3013  0   200   201 5002B  11%
 122  1350 smask     200    75  gray    1   8  jpeg   no      3013  0   200   201 1923B  13%
 122  1351 image     199    96  icc     3   8  jpeg   no      3017  0   201   202 5090B 8.9%
 122  1352 smask     199    96  gray    1   8  jpeg   no      3017  0   201   202 2034B  11%
 122  1353 image     172    83  icc     3   8  jpeg   no      3021  0   201   202 4632B  11%
 122  1354 smask     172    83  gray    1   8  jpeg   no      3021  0   201   202 1765B  12%
 123  1355 image     118   162  icc     3   8  jpeg   no      4138  0   202   201 4081B 7.1%
 123  1356 image     128   145  icc     3   8  jpeg   no      3026  0   201   201 3958B 7.1%
 123  1357 image     102   158  icc     3   8  jpeg   no      3028  0   202   200 3623B 7.5%
 123  1358 image     192    83  icc     3   8  jpeg   no      3030  0   200   201 2559B 5.4%
 123  1359 image     206   147  icc     3   8  jpeg   no      3032  0   200   200 2500B 2.8%
 123  1360 image     184   103  icc     3   8  jpeg   no      3034  0   201   201 3356B 5.9%
 123  1361 image      51   193  icc     3   8  jpeg   no      3036  0   201   200 2509B 8.5%
 123  1362 image     190   104  icc     3   8  jpeg   no      3038  0   201   200 3394B 5.7%
 123  1363 image      55   248  icc     3   8  jpeg   no      3040  0   203   200 2277B 5.6%
 124  1364 image     143   118  icc     3   8  jpeg   no      3045  0   201   201 4175B 8.2%
 124  1365 image     209   129  icc     3   8  jpeg   no      3047  0   201   201 6977B 8.6%
 124  1366 image     167   121  icc     3   8  jpeg   no      3049  0   201   201 4488B 7.4%
 124  1367 image     138   112  icc     3   8  jpeg   no      3051  0   200   201 3991B 8.6%
 124  1368 image     153   117  icc     3   8  jpeg   no      3053  0   201   201 4670B 8.7%
 124  1369 image     119   113  icc     3   8  jpeg   no      3055  0   200   201 3154B 7.8%
 124  1370 image     170   156  icc     3   8  jpeg   no      3057  0   201   201 5330B 6.7%
 124  1371 image     105   135  icc     3   8  jpeg   no      3059  0   201   201 4391B  10%
 124  1372 image     131   149  icc     3   8  jpeg   no      3061  0   201   200 5818B  10%
 125  1373 image     143   173  icc     3   8  jpeg   no      3066  0   201   201 4444B 6.0%
 125  1374 image     116   129  icc     3   8  jpeg   no      3068  0   202   201 3297B 7.3%
 125  1375 image     147   113  icc     3   8  jpeg   no      3070  0   201   201 4535B 9.1%
 125  1376 image     116   204  icc     3   8  jpeg   no      3072  0   202   200 5116B 7.2%
 125  1377 image     212    92  icc     3   8  jpeg   no      3074  0   200   201 4583B 7.8%
 125  1378 image     215    95  icc     3   8  jpeg   no      3076  0   200   201 2654B 4.3%
 125  1379 image     173   138  icc     3   8  jpeg   no      3078  0   200   200 2816B 3.9%
 125  1380 image     172   134  icc     3   8  jpeg   no      3080  0   201   201 4490B 6.5%
 125  1381 image     168   109  icc     3   8  jpeg   no      3082  0   200   201 3959B 7.2%
 125  1382 image     231    69  icc     3   8  jpeg   no      3084  0   201   202 2280B 4.8%
 126  1383 image      83   180  icc     3   8  jpeg   no      3089  0   201   201 2627B 5.9%
 126  1384 image     174    79  icc     3   8  jpeg   no      3091  0   200   201 2459B 6.0%
 126  1385 image     191   136  icc     3   8  jpeg   no      3093  0   201   200 4100B 5.3%
 126  1386 image     226    84  icc     3   8  jpeg   no      3095  0   201   202 3102B 5.4%
 126  1387 image     167   100  icc     3   8  jpeg   no      3097  0   201   201 3732B 7.4%
 126  1388 image     114   104  icc     3   8  jpeg   no      3099  0   201   200 3045B 8.6%
 127  1389 image     140   166  icc     3   8  jpeg   no      3104  0   201   201 3474B 5.0%
 127  1390 image     179   177  icc     3   8  jpeg   no      3108  0   201   201 3894B 4.1%
 127  1391 smask     179   177  gray    1   8  jpeg   no      3108  0   201   201 2546B 8.0%
 127  1392 image     170   124  icc     3   8  jpeg   no      3110  0   200   201 3041B 4.8%
 127  1393 image     182   164  icc     3   8  jpeg   no      3112  0   201   201 2796B 3.1%
 127  1394 image     170   124  icc     3   8  jpeg   no      3116  0   200   201 3255B 5.1%
 127  1395 smask     170   124  gray    1   8  jpeg   no      3116  0   200   201 1998B 9.5%
 127  1396 image     187   177  icc     3   8  jpeg   no      3118  0   200   201 4035B 4.1%
 127  1397 image     131   163  icc     3   8  jpeg   no      3120  0   201   200 2893B 4.5%
 127  1398 image     139   111  icc     3   8  jpeg   no      3122  0   201   200 3237B 7.0%
 127  1399 image     197   117  icc     3   8  jpeg   no      3124  0   201   201 3709B 5.4%
 127  1400 image     129   159  icc     3   8  jpeg   no      3126  0   201   201 3148B 5.1%
 128  1401 image     188   112  icc     3   8  jpeg   no      3131  0   200   201 3125B 4.9%
 128  1402 image     190    99  icc     3   8  jpeg   no      3133  0   201   202 2919B 5.2%
 128  1403 image     114   161  icc     3   8  jpeg   no      3139  0   201   201 2784B 5.1%
 128  1404 smask     114   161  gray    1   8  jpeg   no      3139  0   201   201 2200B  12%
 128  1405 image     115   126  icc     3   8  jpeg   no      3143  0   201   201 2686B 6.2%
 128  1406 smask     115   126  gray    1   8  jpeg   no      3143  0   201   201 1780B  12%
 128  1407 image     150   110  icc     3   8  jpeg   no      3145  0   200   202 2669B 5.4%
 128  1408 image     176   133  icc     3   8  jpeg   no      3147  0   201   200 3619B 5.2%
 128  1409 image     180   118  icc     3   8  jpeg   no      3149  0   201   201 3306B 5.2%
 128  1410 image     200   168  icc     3   8  jpeg   no      3151  0   200   200 3098B 3.1%
 128  1411 image     144   108  icc     3   8  jpeg   no      3153  0   201   201 2936B 6.3%
 128  1412 image     192   128  icc     3   8  jpeg   no      3155  0   201   200 3373B 4.6%
 128  1413 image      96   149  icc     3   8  jpeg   no      3135  0   201   201 2352B 5.5%
 129  1414 image     169   116  icc     3   8  jpeg   no      3160  0   201   200 3088B 5.3%
 129  1415 image     176    97  icc     3   8  jpeg   no      3162  0   201   201 3048B 6.0%
 129  1416 image     135   102  icc     3   8  jpeg   no      3170  0   200   201 2808B 6.8%
 129  1417 smask     135   102  gray    1   8  jpeg   no      3170  0   200   201 1840B  13%
 129  1418 image     125   149  icc     3   8  jpeg   no      3174  0   201   201 2935B 5.3%
 129  1419 smask     125   149  gray    1   8  jpeg   no      3174  0   201   201 1958B  11%
 129  1420 image     122   107  icc     3   8  jpeg   no      3178  0   201   200 2577B 6.6%
 129  1421 smask     122   107  gray    1   8  jpeg   no      3178  0   201   200 1728B  13%
 129  1422 image     102   154  icc     3   8  jpeg   no      3182  0   200   201 2447B 5.2%
 129  1423 smask     102   154  gray    1   8  jpeg   no      3182  0   200   201 1638B  10%
 129  1424 image     164   107  icc     3   8  jpeg   no      3186  0   200   201 2875B 5.5%
 129  1425 smask     164   107  gray    1   8  jpeg   no      3186  0   200   201 1881B  11%
 129  1426 image     159   181  icc     3   8  jpeg   no      3190  0   201   200 3546B 4.1%
 129  1427 smask     159   181  gray    1   8  jpeg   no      3190  0   201   200 2336B 8.1%
 129  1428 image     124   121  icc     3   8  jpeg   no      3194  0   200   202 2962B 6.6%
 129  1429 smask     124   121  gray    1   8  jpeg   no      3194  0   200   202 1765B  12%
 129  1430 image     106   179  icc     3   8  jpeg   no      3198  0   201   200 2618B 4.6%
 129  1431 smask     106   179  gray    1   8  jpeg   no      3198  0   201   200 1708B 9.0%
 129  1432 image     188   114  icc     3   8  jpeg   no      3166  0   200   201 3635B 5.7%
 129  1433 smask     188   114  gray    1   8  jpeg   no      3166  0   200   201 2284B  11%
 130  1434 image     175   109  icc     3   8  jpeg   no      3205  0   200   201 3107B 5.4%
 130  1435 smask     175   109  gray    1   8  jpeg   no      3205  0   200   201 1877B 9.8%
 130  1436 image     116   199  icc     3   8  jpeg   no      3207  0   202   201 3692B 5.3%
 130  1437 image      86   145  icc     3   8  jpeg   no      3209  0   202   201 2672B 7.1%
 130  1438 image     123   156  icc     3   8  jpeg   no      3211  0   200   201 3287B 5.7%
 130  1439 image     133   138  icc     3   8  jpeg   no      3213  0   201   201 3523B 6.4%
 130  1440 image     122   147  icc     3   8  jpeg   no      3215  0   201   201 3110B 5.8%
 130  1441 image     218    92  icc     3   8  jpeg   no      3219  0   201   202 3404B 5.7%
 130  1442 smask     218    92  gray    1   8  jpeg   no      3219  0   201   202 2490B  12%
 130  1443 image     212   118  icc     3   8  jpeg   no      3221  0   200   201 3380B 4.5%
 130  1444 smask     212   118  gray    1   8  jpeg   no      3221  0   200   201 2670B  11%
 130  1445 image     239   104  icc     3   8  jpeg   no      3225  0   200   201 3799B 5.1%
 130  1446 smask     239   104  gray    1   8  jpeg   no      3225  0   200   201 2350B 9.5%
 130  1447 image     218    78  icc     3   8  jpeg   no      3227  0   201   202 3653B 7.2%
 131  1448 image     225   112  icc     3   8  jpeg   no      3234  0   200   200 2659B 3.5%
 131  1449 smask     225   112  gray    1   8  jpeg   no      3234  0   200   200 2476B 9.8%
 131  1450 image     191   106  icc     3   8  jpeg   no      3238  0   201   201 2909B 4.8%
 131  1451 smask     191   106  gray    1   8  jpeg   no      3238  0   201   201 2028B  10%
 131  1452 image     231   112  icc     3   8  jpeg   no      3242  0   200   201 2869B 3.7%
 131  1453 smask     231   112  gray    1   8  jpeg   no      3242  0   200   201 2662B  10%
 131  1454 image     173   132  icc     3   8  jpeg   no      3246  0   200   200 3453B 5.0%
 131  1455 smask     173   132  gray    1   8  jpeg   no      3246  0   200   200 2478B  11%
 131  1456 image     223    82  icc     3   8  jpeg   no      3250  0   200   200 4217B 7.7%
 131  1457 smask     223    82  gray    1   8  jpeg   no      3250  0   200   200 2203B  12%
 131  1458 image     176   145  icc     3   8  jpeg   no      3252  0   200   200 3320B 4.3%
 131  1459 image     135   128  icc     3   8  jpeg   no      3254  0   201   202 2813B 5.4%
 131  1460 image     194   133  icc     3   8  jpeg   no      3256  0   201   200 5436B 7.0%
 131  1461 image     119   117  index   1   8  image  no      3258  0   201   201 6113B  44%
 131  1462 image     138   103  index   1   8  image  no      3260  0   200   202 4941B  35%
 131  1463 image     142   139  icc     3   8  jpeg   no      3240  0   201   201 3876B 6.5%
 132  1464 image     194   106  icc     3   8  jpeg   no      3267  0   201   201 3255B 5.3%
 132  1465 smask     194   106  gray    1   8  jpeg   no      3267  0   201   201 2219B  11%
 132  1466 image     194   106  icc     3   8  jpeg   no      3271  0   201   201 3172B 5.1%
 132  1467 smask     194   106  gray    1   8  jpeg   no      3271  0   201   201 2216B  11%
 132  1468 image     121   167  icc     3   8  jpeg   no      3275  0   201   201 2837B 4.7%
 132  1469 smask     121   167  gray    1   8  jpeg   no      3275  0   201   201 1745B 8.6%
 132  1470 image     137   139  icc     3   8  jpeg   no      3277  0   200   200 3819B 6.7%
 132  1471 image     112   112  icc     3   8  jpeg   no      3279  0   202   202 3282B 8.7%
 132  1472 image     168   134  icc     3   8  jpeg   no      3281  0   200   200 4241B 6.3%
 132  1473 image     213   150  icc     3   8  jpeg   no      3285  0   200   201 4119B 4.3%
 132  1474 smask     213   150  gray    1   8  jpeg   no      3285  0   200   201 2171B 6.8%
 132  1475 image     241   167  icc     3   8  jpeg   no      3289  0   201   201 4585B 3.8%
 132  1476 smask     241   167  gray    1   8  jpeg   no      3289  0   201   201 2373B 5.9%
 132  1477 image     135   169  icc     3   8  jpeg   no      3291  0   201   201 3568B 5.2%
 132  1478 image     213   150  icc     3   8  jpeg   no      3295  0   200   201 3922B 4.1%
 132  1479 smask     213   150  gray    1   8  jpeg   no      3295  0   200   201 2117B 6.6%
 133  1480 image     138   158  icc     3   8  jpeg   no      3302  0   201   200 3252B 5.0%
 133  1481 smask     138   158  gray    1   8  jpeg   no      3302  0   201   200 2021B 9.3%
 133  1482 image     217    88  icc     3   8  jpeg   no      3304  0   200   202 3910B 6.8%
 133  1483 image     220    81  icc     3   8  jpeg   no      3306  0   200   201 3419B 6.4%
 133  1484 image     223    89  icc     3   8  jpeg   no      3310  0   200   201 3042B 5.1%
 133  1485 smask     223    89  gray    1   8  jpeg   no      3310  0   200   201 2229B  11%
 133  1486 image     210   105  icc     3   8  jpeg   no      3314  0   200   200 2948B 4.5%
 133  1487 smask     210   105  gray    1   8  jpeg   no      3314  0   200   200 2434B  11%
 133  1488 image     192    94  icc     3   8  jpeg   no      3318  0   201   202 2700B 5.0%
 133  1489 smask     192    94  gray    1   8  jpeg   no      3318  0   201   202 1978B  11%
 133  1490 image     195   134  icc     3   8  jpeg   no      3320  0   201   201 2838B 3.6%
 133  1491 image     172   133  icc     3   8  jpeg   no      3322  0   200   200 3068B 4.5%
 133  1492 image     103   140  icc     3   8  jpeg   no      3324  0   200   200 2821B 6.5%
 133  1493 image     181   140  icc     3   8  jpeg   no      3326  0   200   200 5314B 7.0%
 134  1494 image     194   127  icc     3   8  jpeg   no      3331  0   200   201 4597B 6.2%
 134  1495 image     208    85  icc     3   8  jpeg   no      3333  0   200   202 2457B 4.6%
 134  1496 image     219   133  icc     3   8  jpeg   no      3335  0   200   201 2083B 2.4%
 134  1497 image      89   169  icc     3   8  jpeg   no      3337  0   202   200 2412B 5.3%
 134  1498 image     216   119  icc     3   8  jpeg   no      3339  0   200   200 3042B 3.9%
 134  1499 image     183   136  icc     3   8  jpeg   no      3343  0   200   201 3842B 5.1%
 134  1500 smask     183   136  gray    1   8  jpeg   no      3343  0   200   201 2438B 9.8%
 134  1501 image      87   276  icc     3   8  jpeg   no      3345  0   202   201 3525B 4.9%
 134  1502 image     156   117  icc     3   8  jpeg   no      3347  0   201   201 3141B 5.7%
 134  1503 image      49   227  icc     3   8  jpeg   no      3349  0   203   200 1731B 5.2%
 135  1504 image     153   140  icc     3   8  jpeg   no      3354  0   201   201 3837B 6.0%
 135  1505 image     189   136  icc     3   8  jpeg   no      3356  0   201   201 3160B 4.1%
 135  1506 image     170   156  icc     3   8  jpeg   no      3358  0   201   201 3812B 4.8%
 135  1507 image     119   147  icc     3   8  jpeg   no      3360  0   201   200 4422B 8.4%
 135  1508 image     137   160  icc     3   8  jpeg   no      3362  0   201   200 2990B 4.5%
 135  1509 image     153   123  icc     3   8  jpeg   no      3364  0   200   201 3293B 5.8%
 135  1510 image     112   167  icc     3   8  jpeg   no      3368  0   200   201 2672B 4.8%
 135  1511 smask     112   167  gray    1   8  jpeg   no      3368  0   200   201 1784B 9.5%
 135  1512 image      84   152  icc     3   8  jpeg   no      3370  0   202   200 2670B 7.0%
 136  1513 image     210    76  icc     3   8  jpeg   no      3375  0   200   201 2172B 4.5%
 136  1514 image     214    96  icc     3   8  jpeg   no      3377  0   200   201 2599B 4.2%
 136  1515 image      79   134  icc     3   8  jpeg   no      3379  0   201   201 1844B 5.8%
 136  1516 image     156   117  icc     3   8  jpeg   no      3381  0   201   201 2964B 5.4%
 136  1517 image     195    79  icc     3   8  jpeg   no      3383  0   201   201 2230B 4.8%
 136  1518 image     177    96  icc     3   8  jpeg   no      3385  0   200   201 3505B 6.9%
 136  1519 image     195   113  icc     3   8  jpeg   no      3387  0   201   200 3034B 4.6%
 137  1520 image     187   177  icc     3   8  jpeg   no      3394  0   201   201 4475B 4.5%
 137  1521 smask     187   177  gray    1   8  jpeg   no      3394  0   201   201 2406B 7.3%
 137  1522 image     182   124  icc     3   8  jpeg   no      3398  0   200   201 4559B 6.7%
 137  1523 smask     182   124  gray    1   8  jpeg   no      3398  0   200   201 2082B 9.2%
 137  1524 image     168   116  icc     3   8  jpeg   no      3408  0   200   201 4159B 7.1%
 137  1525 image     120   171  icc     3   8  jpeg   no      3412  0   201   201 4883B 7.9%
 137  1526 smask     120   171  gray    1   8  jpeg   no      3412  0   201   201 2175B  11%
 137  1527 image     113   114  icc     3   8  jpeg   no      3416  0   200   201 4165B  11%
 137  1528 smask     113   114  gray    1   8  jpeg   no      3416  0   200   201 1891B  15%
 137  1529 image     146   112  icc     3   8  jpeg   no      3420  0   200   200 4029B 8.2%
 137  1530 smask     146   112  gray    1   8  jpeg   no      3420  0   200   200 1962B  12%
 137  1531 image     117   137  icc     3   8  jpeg   no      3424  0   201   200 3743B 7.8%
 137  1532 smask     117   137  gray    1   8  jpeg   no      3424  0   201   200 1796B  11%
 137  1533 image     195    95  icc     3   8  jpeg   no      3428  0   201   200 3727B 6.7%
 137  1534 smask     195    95  gray    1   8  jpeg   no      3428  0   201   200 1994B  11%
 137  1535 image     209   101  icc     3   8  jpeg   no      3432  0   200   202 3472B 5.5%
 137  1536 smask     209   101  gray    1   8  jpeg   no      3432  0   200   202 1942B 9.2%
 137  1537 image     111   164  icc     3   8  jpeg   no      3436  0   201   201 4387B 8.0%
 137  1538 smask     111   164  gray    1   8  jpeg   no      3436  0   201   201 2325B  13%
 137  1539 image     103   117  icc     3   8  jpeg   no      3402  0   201   200 3315B 9.2%
 137  1540 smask     103   117  gray    1   8  jpeg   no      3402  0   201   200 1920B  16%
 137  1541 image      93   143  icc     3   8  jpeg   no      3406  0   201   200 3504B 8.8%
 137  1542 smask      93   143  gray    1   8  jpeg   no      3406  0   201   200 1610B  12%
 138  1543 image     598   844  gray    1   8  jpeg   no      3440  0    72    72 6034B 1.2%
 138  1544 image     598   844  icc     3   8  jpeg   no      3443  0    72    72 33.4K 2.3%
 138  1545 smask     598   844  gray    1   8  jpeg   no      3443  0    72    72 6034B 1.2%
 138  1546 image     146   151  icc     3   8  jpeg   no      3448  0   200   201 6259B 9.5%
 138  1547 smask     146   151  gray    1   8  jpeg   no      3448  0   200   201 2131B 9.7%
 138  1548 image     144   104  icc     3   8  jpeg   no      3452  0   200   201 3947B 8.8%
 138  1549 smask     144   104  gray    1   8  jpeg   no      3452  0   200   201 1952B  13%
 138  1550 image     113   152  icc     3   8  jpeg   no      3464  0   201   200 4293B 8.3%
 138  1551 smask     113   152  gray    1   8  jpeg   no      3464  0   201   200 2141B  12%
 138  1552 image     138   116  icc     3   8  jpeg   no      3468  0   201   200 4379B 9.1%
 138  1553 smask     138   116  gray    1   8  jpeg   no      3468  0   201   200 2063B  13%
 138  1554 image     153   153  icc     3   8  jpeg   no      3472  0   201   200 4920B 7.0%
 138  1555 smask     153   153  gray    1   8  jpeg   no      3472  0   201   200 1952B 8.3%
 138  1556 image      99   145  icc     3   8  jpeg   no      3476  0   201   201 3265B 7.6%
 138  1557 smask      99   145  gray    1   8  jpeg   no      3476  0   201   201 1798B  13%
 138  1558 image     213   128  icc     3   8  jpeg   no      3480  0   201   201 4529B 5.5%
 138  1559 smask     213   128  gray    1   8  jpeg   no      3480  0   201   201 2225B 8.2%
 138  1560 image     135   102  icc     3   8  jpeg   no      3484  0   200   200 3859B 9.3%
 138  1561 smask     135   102  gray    1   8  jpeg   no      3484  0   200   200 2282B  17%
 138  1562 image     125   149  icc     3   8  jpeg   no      3488  0   201   201 3293B 5.9%
 138  1563 smask     125   149  gray    1   8  jpeg   no      3488  0   201   201 1953B  10%
 138  1564 image     122   107  icc     3   8  jpeg   no      3492  0   201   200 2908B 7.4%
 138  1565 smask     122   107  gray    1   8  jpeg   no      3492  0   201   200 1728B  13%
 138  1566 image     104   150  icc     3   8  jpeg   no      3456  0   200   200 3553B 7.6%
 138  1567 smask     104   150  gray    1   8  jpeg   no      3456  0   200   200 1533B 9.8%
 138  1568 image     102   154  icc     3   8  jpeg   no      3460  0   200   201 3756B 8.0%
 138  1569 smask     102   154  gray    1   8  jpeg   no      3460  0   200   201 1649B  10%
 139  1570 image     598   844  gray    1   8  jpeg   no      3496  0    72    72 4840B 1.0%
 139  1571 image     598   844  icc     3   8  jpeg   no      3499  0    72    72 26.1K 1.8%
 139  1572 smask     598   844  gray    1   8  jpeg   no      3499  0    72    72 4840B 1.0%
 139  1573 image    1660  2345  icc     3   8  jpeg   no      3502  0   200   200  130K 1.1%
 140  1574 image     164   107  icc     3   8  jpeg   no      3509  0   200   201 4499B 8.5%
 140  1575 smask     164   107  gray    1   8  jpeg   no      3509  0   200   201 2138B  12%
 140  1576 image     159   181  icc     3   8  jpeg   no      3513  0   201   200 4178B 4.8%
 140  1577 smask     159   181  gray    1   8  jpeg   no      3513  0   201   200 2335B 8.1%
 140  1578 image     124   121  icc     3   8  jpeg   no      3519  0   200   202 3747B 8.3%
 140  1579 smask     124   121  gray    1   8  jpeg   no      3519  0   200   202 2000B  13%
 140  1580 image     131   150  icc     3   8  jpeg   no      3523  0   201   201 4294B 7.3%
 140  1581 smask     131   150  gray    1   8  jpeg   no      3523  0   201   201 1708B 8.7%
 140  1582 image     106   179  icc     3   8  jpeg   no      3527  0   201   200 3790B 6.7%
 140  1583 smask     106   179  gray    1   8  jpeg   no      3527  0   201   200 1698B 8.9%
 140  1584 image     188   114  icc     3   8  jpeg   no      3531  0   200   201 5466B 8.5%
 140  1585 smask     188   114  gray    1   8  jpeg   no      3531  0   200   201 2427B  11%
 140  1586 image     175   109  icc     3   8  jpeg   no      3535  0   200   201 4815B 8.4%
 140  1587 smask     175   109  gray    1   8  jpeg   no      3535  0   200   201 2258B  12%
 140  1588 image     200    64  icc     3   8  jpeg   no      3539  0   201   200 3745B 9.8%
 140  1589 smask     200    64  gray    1   8  jpeg   no      3539  0   201   200 2113B  17%
 140  1590 image     183   128  icc     3   8  jpeg   no      3541  0   201   200 4467B 6.4%
 140  1591 smask     183   128  gray    1   8  jpeg   no      3541  0   201   200 2275B 9.7%
 140  1592 image     231   112  icc     3   8  jpeg   no      3543  0   200   201 5647B 7.3%
 140  1593 smask     231   112  gray    1   8  jpeg   no      3543  0   200   201 2663B  10%
 140  1594 image     157   124  icc     3   8  jpeg   no      3515  0   201   200 4121B 7.1%
 140  1595 smask     157   124  gray    1   8  jpeg   no      3515  0   201   200 2443B  13%
 141  1596 image     180   130  icc     3   8  jpeg   no      3548  0   201   201 4672B 6.7%
 141  1597 smask     180   130  gray    1   8  jpeg   no      3548  0   201   201 2528B  11%
 141  1598 image     197    76  icc     3   8  jpeg   no      3552  0   201   202 4417B 9.8%
 141  1599 smask     197    76  gray    1   8  jpeg   no      3552  0   201   202 2110B  14%
 141  1600 image     197   117  icc     3   8  jpeg   no      3556  0   201   201 5049B 7.3%
 141  1601 smask     197   117  gray    1   8  jpeg   no      3556  0   201   201 2435B  11%
 141  1602 image     197   117  icc     3   8  jpeg   no      3560  0   201   201 5070B 7.3%
 141  1603 smask     197   117  gray    1   8  jpeg   no      3560  0   201   201 2473B  11%
 141  1604 image     155   111  icc     3   8  jpeg   no      4140  0   201   202 4649B 9.0%
 141  1605 image     164    95  icc     3   8  jpeg   no      3562  0   201   201 3651B 7.8%
 141  1606 smask     164    95  gray    1   8  jpeg   no      3562  0   201   201 1838B  12%
 141  1607 image     139   106  icc     3   8  jpeg   no      3564  0   201   202 6197B  14%
 141  1608 smask     139   106  gray    1   8  jpeg   no      3564  0   201   202 2055B  14%
 141  1609 image     175   135  icc     3   8  jpeg   no      3568  0   201   201 6426B 9.1%
 141  1610 smask     175   135  gray    1   8  jpeg   no      3568  0   201   201 1752B 7.4%
 141  1611 image     166   150  icc     3   8  jpeg   no      3570  0   201   201 5829B 7.8%
 141  1612 smask     166   150  gray    1   8  jpeg   no      3570  0   201   201 2370B 9.5%
 141  1613 image     158   150  icc     3   8  jpeg   no      3572  0   201   201 4915B 6.9%
 141  1614 smask     158   150  gray    1   8  jpeg   no      3572  0   201   201 2056B 8.7%
 142  1615 image     102   169  icc     3   8  jpeg   no      3577  0   201   201 4743B 9.2%
 142  1616 smask     102   169  gray    1   8  jpeg   no      3577  0   201   201 2233B  13%
 142  1617 image     169   173  icc     3   8  jpeg   no      3581  0   201   201 7975B 9.1%
 142  1618 smask     169   173  gray    1   8  jpeg   no      3581  0   201   201 4083B  14%
 142  1619 image     147   163  icc     3   8  jpeg   no      3583  0   201   200 5151B 7.2%
 142  1620 smask     147   163  gray    1   8  jpeg   no      3583  0   201   200 2187B 9.1%
 142  1621 image     211    82  icc     3   8  jpeg   no      3587  0   200   200 4507B 8.7%
 142  1622 smask     211    82  gray    1   8  jpeg   no      3587  0   200   200 2045B  12%
 142  1623 image     185    85  icc     3   8  jpeg   no      3591  0   201   201 4283B 9.1%
 142  1624 smask     185    85  gray    1   8  jpeg   no      3591  0   201   201 1872B  12%
 142  1625 image     175    86  icc     3   8  jpeg   no      3595  0   200   201 4885B  11%
 142  1626 smask     175    86  gray    1   8  jpeg   no      3595  0   200   201 1710B  11%
 142  1627 image     104   151  icc     3   8  jpeg   no      3599  0   201   201 3514B 7.5%
 142  1628 smask     104   151  gray    1   8  jpeg   no      3599  0   201   201 1541B 9.8%
 142  1629 image     104   142  icc     3   8  jpeg   no      3603  0   201   201 3592B 8.1%
 142  1630 smask     104   142  gray    1   8  jpeg   no      3603  0   201   201 1566B  11%
 142  1631 image     148   154  icc     3   8  jpeg   no      3607  0   200   200 4844B 7.1%
 142  1632 smask     148   154  gray    1   8  jpeg   no      3607  0   200   200 2650B  12%
 142  1633 image     192    83  icc     3   8  jpeg   no      3609  0   200   202 2870B 6.0%
 142  1634 smask     192    83  gray    1   8  jpeg   no      3609  0   200   202 1830B  11%
 143  1635 image     153   147  icc     3   8  jpeg   no      3614  0   200   200 2434B 3.6%
 143  1636 smask     153   147  gray    1   8  jpeg   no      3614  0   200   200 1352B 6.0%
 143  1637 image     102   146  icc     3   8  jpeg   no      3616  0   202   201 2405B 5.4%
 143  1638 image     200    98  icc     3   8  jpeg   no      3620  0   201   201 3387B 5.8%
 143  1639 smask     200    98  gray    1   8  jpeg   no      3620  0   201   201 2204B  11%
 143  1640 image     190   104  icc     3   8  jpeg   no      3622  0   201   201 4267B 7.2%
 143  1641 smask     190   104  gray    1   8  jpeg   no      3622  0   201   201 2315B  12%
 143  1642 image     184   138  icc     3   8  jpeg   no      3626  0   201   201 5092B 6.7%
 143  1643 smask     184   138  gray    1   8  jpeg   no      3626  0   201   201 2312B 9.1%
 143  1644 image     215   116  icc     3   8  jpeg   no      3630  0   201   201 6432B 8.6%
 143  1645 smask     215   116  gray    1   8  jpeg   no      3630  0   201   201 3613B  14%
 143  1646 image     153   110  icc     3   8  jpeg   no      3634  0   201   201 4513B 8.9%
 143  1647 smask     153   110  gray    1   8  jpeg   no      3634  0   201   201 2141B  13%
 143  1648 image     201   125  icc     3   8  jpeg   no      3638  0   201   200 4357B 5.8%
 143  1649 smask     201   125  gray    1   8  jpeg   no      3638  0   201   200 2369B 9.4%
