page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
  68   686 image     197   165  icc     3   8  jpx    no      1575  0   200   200 7999B 8.2%
  68   687 image     188   110  icc     3   8  jpx    no      1577  0   201   200 7463B  12%
  68   688 image     201   113  icc     3   8  jpx    no      1579  0   200   201 7497B  11%
  68   689 image     207   106  icc     3   8  jpx    no      1581  0   200   202 7365B  11%
  68   690 image     208   111  icc     3   8  jpx    no      1585  0   201   201 7532B  11%
  68   691 smask     208   111  gray    1   8  jpx    no      1585  0   201   201 1104B 4.8%
  68   692 image     200    98  icc     3   8  jpx    no      1555  0   200   201 7822B  13%
  68   693 image     130    79  icc     3   8  jpx    no      1559  0   201   201 10.5K  35%
  68   694 smask     130    79  gray    1   8  jpx    no      1559  0   201   201  783B 7.6%
  68   695 image     103    99  icc     3   8  jpx    no      1563  0   200   202 6925B  23%
  68   696 smask     103    99  gray    1   8  jpx    no      1563  0   200   202  590B 5.8%
  68   697 image     201    86  icc     3   8  jpx    no      1567  0   200   201 11.1K  22%
  68   698 smask     201    86  gray    1   8  jpx    no      1567  0   200   201 2442B  14%
  69   699 image     201    86  icc     3   8  jpx    no      1592  0   200   201 12.4K  25%
  69   700 smask     201    86  gray    1   8  jpx    no      1592  0   200   201 2443B  14%
  69   701 image     201    86  icc     3   8  jpx    no      1596  0   200   201 6600B  13%
  69   702 smask     201    86  gray    1   8  jpx    no      1596  0   200   201 2451B  14%
  69   703 image     201    86  icc     3   8  jpx    no      1623  0   200   201 5899B  11%
  69   704 image     144    86  icc     3   8  jpx    no      1627  0   201   201 6149B  17%
  69   705 smask     144    86  gray    1   8  jpx    no      1627  0   201   201 1977B  16%
  69   706 image     144    86  icc     3   8  jpx    no      1631  0   201   201 6495B  17%
  69   707 smask     144    86  gray    1   8  jpx    no      1631  0   201   201 1977B  16%
  69   708 image     144    86  icc     3   8  jpx    no      1635  0   201   201 6375B  17%
  69   709 smask     144    86  gray    1   8  jpx    no      1635  0   201   201 1969B  16%
  69   710 image     144    86  icc     3   8  jpx    no      1636  0   200   200 5898B  16%
  69   711 image     211    94  icc     3   8  jpx    no      1640  0   201   201 10.4K  18%
  69   712 smask     211    94  gray    1   8  jpx    no      1640  0   201   201 1719B 8.7%
  69   713 image     211    94  icc     3   8  jpx    no      1644  0   201   201 6300B  11%
  69   714 smask     211    94  gray    1   8  jpx    no      1644  0   201   201 1717B 8.7%
  69   715 image     211    94  icc     3   8  jpx    no      1648  0   201   201 6331B  11%
  69   716 smask     211    94  gray    1   8  jpx    no      1648  0   201   201 1729B 8.7%
  69   717 image     211    94  icc     3   8  jpx    no      1600  0   201   201 5979B  10%
  69   718 smask     211    94  gray    1   8  jpx    no      1600  0   201   201 1725B 8.7%
  69   719 image     143    95  icc     3   8  jpx    no      1604  0   201   200 7018B  17%
  69   720 smask     143    95  gray    1   8  jpx    no      1604  0   201   200 2203B  16%
  69   721 image     143    95  icc     3   8  jpx    no      1608  0   201   200 7069B  17%
  69   722 smask     143    95  gray    1   8  jpx    no      1608  0   201   200 2203B  16%
  69   723 image     143    95  icc     3   8  jpx    no      1612  0   201   200 7038B  17%
  69   724 smask     143    95  gray    1   8  jpx    no      1612  0   201   200 2208B  16%
  69   725 image     143    95  icc     3   8  jpx    no      1616  0   201   200 6996B  17%
  69   726 smask     143    95  gray    1   8  jpx    no      1616  0   201   200 2202B  16%
  69   727 image     218    87  icc     3   8  jpx    no      1618  0   201   202 6537B  11%
  69   728 image     231   115  icc     3   8  jpx    no      1620  0   200   201 6730B 8.4%
  69   729 image     204   139  icc     3   8  jpx    no      1622  0   200   200 6758B 7.9%
  70   730 image    1660  1597  icc     3   8  jpeg   no      1654  0   200   200  163K 2.1%
  71   731 image     201   186  icc     3   8  jpeg   no      1659  0   201   201 5280B 4.7%
  71   732 image     201   186  icc     3   8  jpeg   no      1661  0   201   201 5471B 4.9%
  71   733 image     201   186  icc     3   8  jpeg   no      1663  0   201   201 4728B 4.2%
  71   734 image     201   186  icc     3   8  jpeg   no      1665  0   201   201 4212B 3.8%
  71   735 image     201   186  icc     3   8  jpeg   no      1667  0   201   201 5099B 4.5%
  71   736 image     201   186  icc     3   8  jpeg   no      1669  0   201   201 4846B 4.3%
  71   737 image     201   186  icc     3   8  jpeg   no      1671  0   201   201 3955B 3.5%
  71   738 image     201   186  icc     3   8  jpeg   no      1673  0   201   201 4104B 3.7%
  71   739 image     201   186  icc     3   8  jpeg   no      1675  0   201   201 3876B 3.5%
  72   740 image     201   203  icc     3   8  jpeg   no      1680  0   201   201 4074B 3.3%
  72   741 image     201   203  icc     3   8  jpeg   no      1682  0   201   201 6572B 5.4%
  72   742 image     201   203  icc     3   8  jpeg   no      1684  0   201   201 7179B 5.9%
  72   743 image     201   203  icc     3   8  jpeg   no      1686  0   201   201 5472B 4.5%
  72   744 image     201   203  icc     3   8  jpeg   no      1688  0   201   201 5098B 4.2%
  72   745 image     201   203  icc     3   8  jpeg   no      1690  0   201   201 6038B 4.9%
  72   746 image     201   203  icc     3   8  jpeg   no      1692  0   201   201 5222B 4.3%
  72   747 image     201   203  icc     3   8  jpeg   no      1694  0   201   201 4901B 4.0%
  72   748 image     201   192  icc     3   8  jpeg   no      1696  0   201   200 4539B 3.9%
  73   749 image     201   203  icc     3   8  jpeg   no      1701  0   201   201 4484B 3.7%
  73   750 image     201   203  icc     3   8  jpeg   no      1703  0   201   201 4274B 3.5%
  73   751 image     201   201  icc     3   8  jpeg   no      1705  0   201   201 5989B 4.9%
  73   752 image     201   201  icc     3   8  jpeg   no      1707  0   201   201 6186B 5.1%
  73   753 image     201   201  icc     3   8  jpeg   no      1709  0   201   201 5023B 4.1%
  73   754 image     198   201  icc     3   8  jpeg   no      1711  0   201   200 4903B 4.1%
  73   755 image     201   194  icc     3   8  jpeg   no      1713  0   201   200 5077B 4.3%
  73   756 image     201   193  icc     3   8  jpeg   no      1715  0   201   201 4866B 4.2%
  74   757 image     201   203  icc     3   8  jpeg   no      1720  0   201   201 4433B 3.6%
  74   758 image     201   203  icc     3   8  jpeg   no      1722  0   201   201 4486B 3.7%
  74   759 image     201   203  icc     3   8  jpeg   no      1724  0   201   201 3992B 3.3%
  74   760 image     201   203  icc     3   8  jpeg   no      1724  0   201   201 3992B 3.3%
  74   761 image     174   248  icc     3   8  jpeg   no      1726  0   200   200 6917B 5.3%
  74   762 image     174   248  icc     3   8  jpeg   no      1728  0   200   200 10.5K 8.3%
  75   763 image     174   248  icc     3   8  jpeg   no      1733  0   200   200 9869B 7.6%
  75   764 image     174   248  icc     3   8  jpeg   no      1735  0   200   200 9194B 7.1%
  75   765 image     174   248  icc     3   8  jpeg   no      1737  0   200   200 9516B 7.4%
  75   766 image     174   248  icc     3   8  jpeg   no      1739  0   200   200 7424B 5.7%
  76   767 image     174   248  icc     3   8  jpeg   no      1744  0   200   200 10.6K 8.4%
  76   768 image     174   248  icc     3   8  jpeg   no      1746  0   200   200 9877B 7.6%
  76   769 image     174   248  icc     3   8  jpeg   no      1748  0   200   200 11.6K 9.1%
  77   770 image     195   145  icc     3   8  jpeg   no      1754  0   201   201 4291B 5.1%
  77   771 image     203   143  icc     3   8  jpeg   no      1756  0   201   201 3899B 4.5%
  77   772 image     195   130  icc     3   8  jpeg   no      1760  0   201   201 3349B 4.4%
  77   773 image     195   136  icc     3   8  jpeg   no      1762  0   201   201 3199B 4.0%
  77   774 image     195   144  icc     3   8  jpeg   no      1764  0   201   201 3192B 3.8%
  77   775 image     195   137  icc     3   8  jpeg   no      1766  0   201   201 2833B 3.5%
  77   776 image     195   125  icc     3   8  jpeg   no      1768  0   201   201 2802B 3.8%
  77   777 image     195   146  icc     3   8  jpeg   no      1770  0   201   201 4510B 5.3%
  77   778 image     203   143  icc     3   8  jpeg   no      1772  0   201   201 3905B 4.5%
  77   779 image     195   130  icc     3   8  jpeg   no      1774  0   201   201 3549B 4.7%
  77   780 image     195   136  icc     3   8  jpeg   no      1758  0   201   201 3296B 4.1%
  78   781 image     195   146  icc     3   8  jpeg   no      1781  0   201   200 3360B 3.9%
  78   782 image     195   141  icc     3   8  jpeg   no      1783  0   201   201 2825B 3.4%
  78   783 image     195   125  icc     3   8  jpeg   no      1785  0   201   201 2891B 4.0%
  78   784 image     181   136  icc     3   8  jpeg   no      1787  0   200   201 4091B 5.5%
  78   785 image     189   133  icc     3   8  jpeg   no      1789  0   201   200 3684B 4.9%
  78   786 image     181   121  icc     3   8  jpeg   no      1791  0   200   200 3271B 5.0%
  78   787 image     181   127  icc     3   8  jpeg   no      1793  0   200   201 3434B 5.0%
  78   788 image     178   133  icc     3   8  jpeg   no      1795  0   201   201 3476B 4.9%
  78   789 image     181   132  icc     3   8  jpeg   no      1797  0   200   201 2666B 3.7%
  78   790 image     181   136  icc     3   8  jpeg   no      1799  0   200   201 2832B 3.8%
  79   791 image     199   165  icc     3   8  jpeg   no      1805  0   201   200 5248B 5.3%
  79   792 image     184   139  icc     3   8  jpeg   no      1807  0   200   200 3608B 4.7%
  79   793 image     207   149  icc     3   8  jpeg   no      1809  0   201   201 3697B 4.0%
  79   794 image     180   131  icc     3   8  jpeg   no      1811  0   200   201 3118B 4.4%
  79   795 image     180   131  icc     3   8  jpeg   no      1813  0   200   201 3030B 4.3%
  80   796 image     152   143  icc     3   8  jpeg   no      1819  0   201   200 3157B 4.8%
  80   797 image     130   147  icc     3   8  jpeg   no      1821  0   200   201 3308B 5.8%
  80   798 image     128   137  icc     3   8  jpeg   no      1823  0   201   200 2863B 5.4%
  80   799 image     107   128  icc     3   8  jpeg   no      1825  0   201   201 2385B 5.8%
  80   800 image     134   132  icc     3   8  jpeg   no      1827  0   201   200 2796B 5.3%
  80   801 image     123   152  icc     3   8  jpeg   no      1829  0   201   200 2802B 5.0%
  80   802 image     200   153  icc     3   8  jpeg   no      1831  0   201   201 3418B 3.7%
  80   803 image     212   145  icc     3   8  jpeg   no      1833  0   200   201 3423B 3.7%
  80   804 image     176   153  icc     3   8  jpeg   no      1835  0   201   201 3070B 3.8%
  80   805 image     212   156  icc     3   8  jpeg   no      1837  0   201   200 3025B 3.0%
  81   806 image     162   175  icc     3   8  jpeg   no      1843  0   201   200 3130B 3.7%
  81   807 image     157   144  icc     3   8  jpeg   no      1845  0   201   200 3531B 5.2%
  81   808 image     158   139  icc     3   8  jpeg   no      1847  0   201   201 3147B 4.8%
  81   809 image     119   136  icc     3   8  jpeg   no      1849  0   200   201 2912B 6.0%
  81   810 image     125   146  icc     3   8  jpeg   no      1851  0   200   201 2935B 5.4%
  81   811 image     154   143  icc     3   8  jpeg   no      1853  0   200   201 3067B 4.6%
  81   812 image     127   152  icc     3   8  jpeg   no      1855  0   201   200 2801B 4.8%
  81   813 image     140   168  icc     3   8  jpeg   no      1857  0   200   200 3118B 4.4%
  81   814 image     141   153  icc     3   8  jpeg   no      1859  0   201   201 3228B 5.0%
  82   815 image     115   146  icc     3   8  jpeg   no      1864  0   200   201 2500B 5.0%
  82   816 image     116   143  icc     3   8  jpeg   no      1866  0   202   201 2392B 4.8%
  82   817 image     116   143  icc     3   8  jpeg   no      1868  0   202   201 2627B 5.3%
  82   818 image     116   143  icc     3   8  jpeg   no      1870  0   202   201 2596B 5.2%
  82   819 image     194   161  icc     3   8  jpeg   no      1872  0   201   200 3683B 3.9%
  82   820 image     125   149  icc     3   8  jpeg   no      1874  0   201   201 2480B 4.4%
  82   821 image     137   157  icc     3   8  jpeg   no      1876  0   201   201 2470B 3.8%
  82   822 image     205   150  icc     3   8  jpeg   no      1878  0   201   200 2704B 2.9%
  82   823 image     220   160  icc     3   8  jpeg   no      1880  0   200   200 3024B 2.9%
  83   824 image     140   132  icc     3   8  jpeg   no      1886  0   200   201 3373B 6.1%
  83   825 image     140   132  icc     3   8  jpeg   no      1886  0   200   201 3373B 6.1%
  83   826 image     137   136  index   1   8  image  no      1888  0   201   201 5815B  31%
  83   827 image     132   132  icc     3   8  jpeg   no      1890  0   200   200 8287B  16%
  83   828 image     136   136  icc     3   8  jpeg   no      1892  0   201   201 8741B  16%
  83   829 image     130   130  icc     3   8  jpeg   no      1894  0   201   201 4584B 9.0%
  83   830 image     136   136  icc     3   8  jpeg   no      1896  0   201   201 7014B  13%
  83   831 image     129   129  icc     3   8  jpeg   no      1898  0   200   200 2103B 4.2%
  84   832 image    1560  1723  icc     3   8  jpeg   no      1903  0   200   200  311K 3.9%
  85   833 image     177   117  icc     3   8  jpeg   no      1910  0   201   201 5772B 9.3%
  85   834 smask     177   117  gray    1   8  jpeg   no      1910  0   201   201 2773B  13%
  85   835 image     180   119  icc     3   8  jpeg   no      1914  0   201   201 6244B 9.7%
  85   836 smask     180   119  gray    1   8  jpeg   no      1914  0   201   201 2423B  11%
  85   837 image     164   132  icc     3   8  jpeg   no      1916  0   201   201 4027B 6.2%
  85   838 image     156   119  icc     3   8  jpeg   no      1918  0   201   201 5080B 9.1%
  85   839 image     150   119  icc     3   8  jpeg   no      1922  0   201   201 5279B 9.9%
  85   840 smask     150   119  gray    1   8  jpeg   no      1922  0   201   201 2183B  12%
  85   841 image     193   128  icc     3   8  jpeg   no      1926  0   200   201 5481B 7.4%
  85   842 smask     193   128  gray    1   8  jpeg   no      1926  0   200   201 3103B  13%
  85   843 image     195   146  icc     3   8  jpeg   no      1928  0   201   200 4239B 5.0%
  85   844 image     142   125  icc     3   8  jpeg   no      1932  0   200   200 4616B 8.7%
  85   845 smask     142   125  gray    1   8  jpeg   no      1932  0   200   200 2607B  15%
  85   846 image     150   126  icc     3   8  jpeg   no      1934  0   200   201 4561B 8.0%
  85   847 image     157   123  icc     3   8  jpeg   no      1938  0   201   202 4878B 8.4%
  85   848 smask     157   123  gray    1   8  jpeg   no      1938  0   201   202 2529B  13%
  86   849 image     138   118  icc     3   8  jpeg   no      1945  0   201   200 5639B  12%
  86   850 smask     138   118  gray    1   8  jpeg   no      1945  0   201   200 2258B  14%
  86   851 image     132   135  icc     3   8  jpeg   no      1947  0   201   201 3769B 7.1%
  86   852 image     137   118  icc     3   8  jpeg   no      1951  0   201   201 4322B 8.9%
  86   853 smask     137   118  gray    1   8  jpeg   no      1951  0   201   201 2045B  13%
  86   854 image     170   207  icc     3   8  jpeg   no      1953  0   201   200 3429B 3.2%
  86   855 image     163   123  icc     3   8  jpeg   no      1955  0   200   200 2826B 4.7%
  86   856 image     124   125  icc     3   8  jpeg   no      1959  0   200   201 5234B  11%
  86   857 smask     124   125  gray    1   8  jpeg   no      1959  0   200   201 2193B  14%
  86   858 image      87   122  icc     3   8  jpeg   no      1961  0   200   200 3112B 9.8%
  86   859 image     161   111  icc     3   8  jpeg   no      1965  0   201   200 4697B 8.8%
  86   860 smask     161   111  gray    1   8  jpeg   no      1965  0   201   200 2003B  11%
  86   861 image     123   169  icc     3   8  jpeg   no      1967  0   200   201 3345B 5.4%
  86   862 image     133   143  icc     3   8  jpeg   no      1969  0   201   201 4270B 7.5%
  87   863 image     176   134  icc     3   8  jpeg   no      1976  0   200   201 5906B 8.3%
  87   864 smask     176   134  gray    1   8  jpeg   no      1976  0   200   201 2386B  10%
  87   865 image     140   175  icc     3   8  jpeg   no      1978  0   201   201 3619B 4.9%
  87   866 image     136   154  icc     3   8  jpeg   no      1980  0   201   201 3478B 5.5%
  87   867 image      78   143  icc     3   8  jpeg   no      1982  0   202   200 3109B 9.3%
  87   868 image     185   158  icc     3   8  jpeg   no      1984  0   200   201 2847B 3.2%
  88   869 image    1560  1515  icc     3   8  jpeg   no      1989  0   200   200  270K 3.9%
  89   870 image     223   103  icc     3   8  jpeg   no      1996  0   201   200 6797B 9.9%
  89   871 smask     223   103  gray    1   8  jpeg   no      1996  0   201   200 4981B  22%
  89   872 image     157   118  icc     3   8  jpeg   no      1998  0   201   201 4374B 7.9%
  89   873 image     216    94  icc     3   8  jpeg   no      2010  0   200   201 2287B 3.8%
  89   874 image     111   124  icc     3   8  jpeg   no      2014  0   201   201 2661B 6.4%
  89   875 smask     111   124  gray    1   8  jpeg   no      2014  0   201   201 1725B  13%
  89   876 image     179   138  icc     3   8  jpeg   no      2018  0   201   201 4478B 6.0%
  89   877 smask     179   138  gray    1   8  jpeg   no      2018  0   201   201 2412B 9.8%
  89   878 image     212   101  icc     3   8  jpeg   no      2020  0   200   201 2997B 4.7%
  89   879 image     135   126  icc     3   8  jpeg   no      2024  0   201   200 4426B 8.7%
  89   880 smask     135   126  gray    1   8  jpeg   no      2024  0   201   200 2049B  12%
  89   881 image     209    99  icc     3   8  jpeg   no      2026  0   200   202 3821B 6.2%
  89   882 image     205   123  icc     3   8  jpeg   no      2030  0   201   200 5688B 7.5%
  89   883 smask     205   123  gray    1   8  jpeg   no      2030  0   201   200 3056B  12%
  89   884 image     225    80  icc     3   8  jpeg   no      2032  0   201   202 2175B 4.0%
  89   885 image     121   188  icc     3   8  jpeg   no      2002  0   201   200 5293B 7.8%
  89   886 smask     121   188  gray    1   8  jpeg   no      2002  0   201   200 2503B  11%
  89   887 image     139   117  icc     3   8  jpeg   no      2004  0   201   201 2886B 5.9%
  89   888 image     205    76  icc     3   8  jpeg   no      2006  0   201   201 2182B 4.7%
  89   889 image       6  1515  icc     3   8  jpeg   no      2008  0   205   200 2354B 8.6%
  90   890 image     204   107  icc     3   8  jpeg   no      2039  0   201   201 4073B 6.2%
  90   891 smask     204   107  gray    1   8  jpeg   no      2039  0   201   201 2622B  12%
  90   892 image     186   121  icc     3   8  jpeg   no      2041  0   200   200 3568B 5.3%
  90   893 image      85   171  icc     3   8  jpeg   no      2059  0   201   201 3428B 7.9%
  90   894 smask      85   171  gray    1   8  jpeg   no      2059  0   201   201 1934B  13%
  90   895 image     195    80  icc     3   8  jpeg   no      2061  0   201   202 3602B 7.7%
  90   896 image     155   113  icc     3   8  jpeg   no      2065  0   201   201 4296B 8.2%
  90   897 smask     155   113  gray    1   8  jpeg   no      2065  0   201   201 2642B  15%
  90   898 image     206    90  icc     3   8  jpeg   no      2067  0   201   202 3757B 6.8%
  90   899 image     140   129  icc     3   8  jpeg   no      2071  0   201   200 4778B 8.8%
  90   900 smask     140   129  gray    1   8  jpeg   no      2071  0   201   200 2373B  13%
  90   901 image     181   129  icc     3   8  jpeg   no      2073  0   200   201 3543B 5.1%
  90   902 image     108   149  icc     3   8  jpeg   no      2077  0   201   200 4945B  10%
  90   903 smask     108   149  gray    1   8  jpeg   no      2077  0   201   200 3153B  20%
  90   904 image     181    75  icc     3   8  jpeg   no      2079  0   201   201 2996B 7.4%
  90   905 image     182   122  icc     3   8  jpeg   no      2045  0   201   201 4822B 7.2%
  90   906 smask     182   122  gray    1   8  jpeg   no      2045  0   201   201 2554B  12%
  90   907 image     136   137  icc     3   8  jpeg   no      2049  0   201   201 4735B 8.5%
  90   908 smask     136   137  gray    1   8  jpeg   no      2049  0   201   201 2520B  14%
  90   909 image     161   107  icc     3   8  jpeg   no      2051  0   201   200 3357B 6.5%
  90   910 image     184   102  icc     3   8  jpeg   no      2055  0   200   202 4916B 8.7%
  90   911 smask     184   102  gray    1   8  jpeg   no      2055  0   200   202 2287B  12%
  91   912 image     144   123  icc     3   8  jpeg   no      2086  0   201   201 4177B 7.9%
  91   913 smask     144   123  gray    1   8  jpeg   no      2086  0   201   201 2185B  12%
  91   914 image     186    86  icc     3   8  jpeg   no      2088  0   200   200 2371B 4.9%
  91   915 image      95   156  icc     3   8  jpeg   no      2090  0   200   201 3347B 7.5%
  91   916 image     225    54  icc     3   8  jpeg   no      2094  0   201   201 3215B 8.8%
  91   917 smask     225    54  gray    1   8  jpeg   no      2094  0   201   201 1172B 9.6%
  91   918 image     215    52  icc     3   8  jpeg   no      2098  0   200   203 3768B  11%
  91   919 smask     215    52  gray    1   8  jpeg   no      2098  0   200   203 1279B  11%
  91   920 image     222   142  icc     3   8  jpeg   no      2100  0   201   200 4783B 5.1%
  91   921 image     154   125  icc     3   8  jpeg   no      2102  0   201   201 4206B 7.3%
  92   922 image    1560  1439  icc     3   8  jpeg   no      2108  0   200   200 85.8K 1.3%
  93   923 image     210   154  icc     3   8  jpeg   no      2114  0   200   200 3551B 3.7%
  93   924 image     107   124  icc     3   8  jpeg   no      2116  0   200   200 2782B 7.0%
  93   925 image     181    90  icc     3   8  jpeg   no      2122  0   200   201 3592B 7.4%
  93   926 image     217   156  icc     3   8  jpeg   no      2124  0   201   201 3122B 3.1%
  93   927 image     222   119  icc     3   8  jpeg   no      2126  0   200   200 3129B 3.9%
  93   928 image     197   176  icc     3   8  jpeg   no      2128  0   200   200 5362B 5.2%
  93   929 image     106   132  icc     3   8  jpeg   no      2130  0   201   201 2640B 6.3%
  93   930 image     139   111  icc     3   8  jpeg   no      2132  0   201   200 3268B 7.1%
  93   931 image     209   137  icc     3   8  jpeg   no      2134  0   200   201 4396B 5.1%
  93   932 image      99   157  icc     3   8  jpeg   no      4131  0   201   201 3567B 7.6%
  93   933 image     188   112  icc     3   8  jpeg   no      2118  0   200   201 3674B 5.8%
  93   934 image     190    99  icc     3   8  jpeg   no      2120  0   201   202 3018B 5.3%
  94   935 image     114   161  icc     3   8  jpeg   no      2139  0   201   201 3915B 7.1%
  94   936 image     115   129  icc     3   8  jpeg   no      2141  0   201   201 3851B 8.7%
  94   937 image     150   110  icc     3   8  jpeg   no      2149  0   201   202 3685B 7.4%
  94   938 image     143   184  icc     3   8  jpeg   no      2151  0   201   200 4663B 5.9%
  94   939 image     117   137  icc     3   8  jpeg   no      2153  0   201   201 3654B 7.6%
  94   940 image     176   120  icc     3   8  jpeg   no      2155  0   201   201 3859B 6.1%
  94   941 image     180   118  icc     3   8  jpeg   no      2157  0   201   201 3070B 4.8%
  94   942 image     118   192  icc     3   8  jpeg   no      2159  0   201   201 4349B 6.4%
  94   943 image     108   131  icc     3   8  jpeg   no      2161  0   201   200 3277B 7.7%
  94   944 image     139   119  icc     3   8  jpeg   no      2163  0   200   201 3746B 7.5%
  94   945 image      92   156  icc     3   8  jpeg   no      2143  0   201   201 4280B  10%
  94   946 image     162   161  icc     3   8  jpeg   no      2147  0   201   200 5920B 7.6%
  94   947 smask     162   161  gray    1   8  jpeg   no      2147  0   201   200 2095B 8.0%
  95   948 image     175   110  icc     3   8  jpeg   no      2168  0   200   201 4265B 7.4%
  95   949 image     169   112  icc     3   8  jpeg   no      2170  0   200   201 3346B 5.9%
  95   950 image     135   102  icc     3   8  jpeg   no      2178  0   200   201 3847B 9.3%
  95   951 smask     135   102  gray    1   8  jpeg   no      2178  0   200   201 1847B  13%
  95   952 image     125   149  icc     3   8  jpeg   no      2182  0   201   201 3705B 6.6%
  95   953 smask     125   149  gray    1   8  jpeg   no      2182  0   201   201 1954B  10%
  95   954 image     122   111  icc     3   8  jpeg   no      2186  0   201   200 3708B 9.1%
  95   955 smask     122   111  gray    1   8  jpeg   no      2186  0   201   200 1884B  14%
  95   956 image     104   150  icc     3   8  jpeg   no      2190  0   200   200 3979B 8.5%
  95   957 smask     104   150  gray    1   8  jpeg   no      2190  0   200   200 1517B 9.7%
  95   958 image     102   154  icc     3   8  jpeg   no      2194  0   200   201 3757B 8.0%
  95   959 smask     102   154  gray    1   8  jpeg   no      2194  0   200   201 1647B  10%
  95   960 image     164   107  icc     3   8  jpeg   no      2198  0   200   201 4186B 8.0%
  95   961 smask     164   107  gray    1   8  jpeg   no      2198  0   200   201 1888B  11%
  95   962 image     159   181  icc     3   8  jpeg   no      2202  0   201   200 4895B 5.7%
  95   963 smask     159   181  gray    1   8  jpeg   no      2202  0   201   200 2331B 8.1%
  95   964 image     124   121  icc     3   8  jpeg   no      2206  0   200   202 3951B 8.8%
  95   965 smask     124   121  gray    1   8  jpeg   no      2206  0   200   202 1759B  12%
  95   966 image     131   150  icc     3   8  jpeg   no      2174  0   201   201 4700B 8.0%
  95   967 smask     131   150  gray    1   8  jpeg   no      2174  0   201   201 1830B 9.3%
  96   968 image     106   179  icc     3   8  jpeg   no      2213  0   201   200 4003B 7.0%
  96   969 smask     106   179  gray    1   8  jpeg   no      2213  0   201   200 1708B 9.0%
  96   970 image     188   114  icc     3   8  jpeg   no      2217  0   200   201 5045B 7.8%
  96   971 smask     188   114  gray    1   8  jpeg   no      2217  0   200   201 2346B  11%
  96   972 image     175   109  icc     3   8  jpeg   no      2229  0   200   201 5406B 9.4%
  96   973 smask     175   109  gray    1   8  jpeg   no      2229  0   200   201 2100B  11%
  96   974 image     145   148  icc     3   8  jpeg   no      2233  0   201   201 4827B 7.5%
  96   975 smask     145   148  gray    1   8  jpeg   no      2233  0   201   201 2353B  11%
  96   976 image     135   124  icc     3   8  jpeg   no      2237  0   200   201 4976B  10%
  96   977 smask     135   124  gray    1   8  jpeg   no      2237  0   200   201 2194B  13%
  96   978 image     121   163  icc     3   8  jpeg   no      2241  0   201   201 4265B 7.2%
  96   979 smask     121   163  gray    1   8  jpeg   no      2241  0   201   201 2255B  11%
  96   980 image     105   120  icc     3   8  jpeg   no      2245  0   201   201 3996B  11%
  96   981 smask     105   120  gray    1   8  jpeg   no      2245  0   201   201 2231B  18%
  96   982 image     184   140  icc     3   8  jpeg   no      2249  0   200   201 6073B 7.9%
  96   983 smask     184   140  gray    1   8  jpeg   no      2249  0   200   201 2357B 9.1%
  96   984 image     108   146  icc     3   8  jpeg   no      2253  0   201   200 4303B 9.1%
  96   985 smask     108   146  gray    1   8  jpeg   no      2253  0   201   200 1483B 9.4%
  96   986 image     206   178  icc     3   8  jpeg   no      2257  0   200   201 5448B 5.0%
  96   987 smask     206   178  gray    1   8  jpeg   no      2257  0   200   201 2075B 5.7%
  96   988 image     156    99  icc     3   8  jpeg   no      2221  0   201   202 4601B  10%
  96   989 smask     156    99  gray    1   8  jpeg   no      2221  0   201   202 2452B  16%
  96   990 image     156    99  icc     3   8  jpeg   no      2225  0   201   202 4186B 9.0%
  96   991 smask     156    99  gray    1   8  jpeg   no      2225  0   201   202 2180B  14%
  97   992 image      89   163  icc     3   8  jpeg   no      2262  0   201   201 3182B 7.3%
  97   993 image     187   140  icc     3   8  jpeg   no      2264  0   200   200 3312B 4.2%
  97   994 image     122   152  icc     3   8  jpeg   no      2270  0   201   201 3766B 6.8%
  97   995 image     111   143  icc     3   8  jpeg   no      2274  0   200   201 4882B  10%
  97   996 smask     111   143  gray    1   8  jpeg   no      2274  0   200   201 1997B  13%
  97   997 image     187   132  icc     3   8  jpeg   no      2276  0   200   200 3895B 5.3%
  97   998 image      95   124  icc     3   8  jpeg   no      2278  0   201   201 2637B 7.5%
  97   999 image     118   172  icc     3   8  jpeg   no      2280  0   201   200 4208B 6.9%
  97  1000 image     123   123  icc     3   8  jpeg   no      2282  0   201   200 3756B 8.3%
  97  1001 image     132   166  icc     3   8  jpeg   no      2284  0   201   201 3946B 6.0%
  97  1002 image     125   123  icc     3   8  jpeg   no      2286  0   201   200 4241B 9.2%
  97  1003 image     199   149  icc     3   8  jpeg   no      2266  0   201   200 4747B 5.3%
  97  1004 image     121   159  icc     3   8  jpeg   no      2268  0   201   201 3789B 6.6%
  98  1005 image     121   159  icc     3   8  jpeg   no      2291  0   201   201 3464B 6.0%
  98  1006 image     175   137  icc     3   8  jpeg   no      2293  0   200   201 3547B 4.9%
  98  1007 image     209   157  icc     3   8  jpeg   no      2301  0   201   201 3763B 3.8%
  98  1008 image     175   131  icc     3   8  jpeg   no      2303  0   200   201 4441B 6.5%
  98  1009 image     175   137  icc     3   8  jpeg   no      2305  0   200   201 4615B 6.4%
  98  1010 image     124   172  icc     3   8  jpeg   no      2307  0   201   200 4341B 6.8%
  98  1011 image     115   132  icc     3   8  jpeg   no      2309  0   202   200 3354B 7.4%
  98  1012 image     220   168  icc     3   8  jpeg   no      2311  0   200   200 3575B 3.2%
